barcode	Count
12_63_21551_29870	102
11_69_27041_28267_28644_29870	1
12_62_28254_29870	1142
12_75_27393_29870	252
12_75_26244_29870	22
12_72_28264_29870	607
12_66_27485_29870	20
11_68_21554_27639_27999_29870	1
12_63_27884_29870	996
11_72_21556_25438_27013_27384_27783_29875	1
11_3105_29310_29875	2
11_7206_28856_29875	1
11_62_28255_28418_28809_29882	1
11_85_26278_29873	2
11_64_25382_26198_26553_29872	1
11_65_21552_22955_23305_29873	1
12_75_27389_29870	193
12_68_27886_29870	242
12_75_27895_29870	339
12_75_27392_29870	285
12_76_27394_29870	128
12_57_26463_29870	152
12_67_27384_29870	629
12_72_27392_29870	420
11_61_28254_29341_29733_29876	1
12_76_25391_29870	255
11_50_27373_29869	1
12_80_26487_29870	300
12_65_26470_29870	357
12_62_28257_29873	119
12_64_26467_29870	45
12_64_27384_29870	272
11_1088_29343_29873	1
11_2154_29343_29881	1
11_2226_28227_29872	1
12_73_25391_29870	280
11_66_25382_26099_26376_29875	1
11_1430_29403_29873	1
11_1269_29216_29877	1
11_2392_2921_6649_29300_29873	1
12_63_25381_29870	556
12_61_27382_29870	18
11_65_21552_27970_28143_29231_29354_29870	1
12_66_25383_29870	198
12_48_28244_29870	47
11_735_29000_29877	1
11_60_26467_27324_27739_29874	1
11_64_26468_27721_28094_29870	1
11_1760_29251_29870	1
12_58_28250_29870	30
12_69_26471_29875	10
11_65_21552_26261_26299_29870	1
11_666_29233_29873	1
11_62_28255_28659_28725_29875	1
11_63_21552_27258_27719_29881	1
11_65_21552_28382_28688_29874	1
11_71_26469_29875	1
12_66_26467_29870	63
11_64_27385_29263_29619_29872	1
11_64_26468_27552_27638_29872	1
11_1869_28953_29874	1
12_41_28240_29874	14
11_75_27395_28505_28673_29872	1
12_78_27056_29870	18
12_69_22559_29870	4
11_77_26271_28431_28732_29873	1
11_75_26485_28222_28637_29871	1
12_75_27767_29872	43
11_62_26468_27337_27656_29873	1
11_62_26468_29143_29525_29873	1
11_49_27377_29619	4
11_1988_29213_29877	1
11_74_26511_29410_29659_29874	1
12_75_26483_29870	317
12_75_27050_29870	81
12_65_26472_29870	140
11_42_29343_29874	1
11_62_26468_28850_28964_29878	1
12_58_21545_29873	8
12_77_27895_29874	14
11_65_21552_23679_25313_29873	1
12_66_25378_29870	24
12_73_26269_29870	72
12_75_27399_29872	7
11_76_26479_28415_28466_29872	1
12_75_28271_29870	60
12_67_26468_29870	31
11_1853_25930_29870	1
12_65_28254_29872	18
11_72_26474_27680_27754_29877	1
11_1483_29478_29872	1
11_6610_29081_29872	1
11_141_428_733_29232_29872	1
12_65_28262_29870	58
11_1516_29351_29875	1
12_63_25382_29870	266
11_64_26468_28445_28851_29870	1
12_65_21553_29873	126
12_75_25392_29870	137
11_62_26468_29053_29461_29877	1
11_834_28516_29872	1
11_62_26468_27827_28047_29874	2
11_65_21552_24671_24773_29883	1
12_50_28247_29870	29
12_66_21554_29870	50
11_6955_29330_29873	1
11_5096_29494_29875	2
11_6965_7232_7540_29479_29870	1
11_949_29312_29873	1
11_1089_29168_29878	1
12_65_28259_29870	238
12_65_28255_29870	304
12_67_26472_29870	352
11_2537_29096_29873	1
12_62_25378_29870	11
11_83_27059_29875	2
12_76_26243_29870	27
11_63_26468_28504_28815_29884	1
11_68_21554_23786_24101_29873	1
12_70_26471_29873	4
11_66_27385_28489_28650_29870	2
12_64_28252_29870	116
11_2726_29367_29870	1
11_66_27385_28460_28776_29876	1
11_66_27385_27554_27638_29876	1
12_73_28263_29870	113
11_64_28255_28490_28629_29654	1
12_67_26470_29870	64
12_65_25382_29870	172
11_69_27041_29710_29791_29872	2
12_75_27397_29870	95
11_88_27426_28165	1
12_61_26466_29870	157
11_64_27385_29557_29596_29871	1
12_77_27760_29870	5
12_46_28244_29874	68
12_58_26462_29870	9
12_65_26468_29870	258
12_72_27892_29870	47
12_72_26474_29870	125
12_72_21560_29873	72
11_6932_29492_29872	1
11_2080_2440_3770_29309_29874	1
12_70_27041_29870	89
11_2127_29196_29875	1
12_72_25389_29870	64
12_83_26482_29870	43
11_64_5786_6978_29404_29877	1
12_68_28263_29870	264
11_3829_28290_29837	1
11_74_25392_29875	2
11_1736_29210_29870	1
12_75_27891_29874	14
11_68_26471_28386_28449_29872	1
11_1067_29197_29881	1
12_64_26468_26779_26817_29876	7
12_61_28254_29870	394
11_1578_27710_29870	1
11_1607_29392_29870	1
12_61_26464_29870	8
12_79_27686_29870	23
11_2034_29096_29872	1
11_666_29481_29872	1
12_1852_29269_29873	10
11_6761_28728_29882	1
12_76_25390_29870	60
12_64_25380_29875	7
12_63_27383_29871	20
12_65_27885_29870	70
12_71_28260_29875	40
12_75_27051_29873	35
11_63_27384_28701_28747_29870	1
11_1385_27328_29871	1
12_71_27388_29870	24
11_6807_28599_29870	1
11_1853_28382_29873	1
11_58_26453_29873	2
12_75_25394_29873	20
11_83_21562_29871	1
11_826_29079_29874	2
11_5062_28848_29870	1
12_74_28263_29875	9
11_66_25382_29047_29383_29877	1
11_75_28265_28434_28804_29873	1
11_66_25382_29430_29841_29874	1
12_63_27885_29873	71
11_1632_29377_29876	1
11_66_27385_28518_28577_29881	1
11_2812_3180_3357_26513_27190_27222_29870	1
12_78_27049_29870	64
12_76_28272_29871	6
11_1271_29337_29873	1
12_69_28258_29870	32
12_59_27381_29875	26
12_72_28261_29870	145
11_936_26421_29880	1
11_66_26464_29870	4
11_1013_28158_29870	1
11_67_22497_29873	1
12_75_27896_29870	65
11_64_28255_28825_28876_29874	1
11_62_26468_27682_27754_29870	1
11_69_27041_29005_29082_29875	1
11_64_26468_28705_29109_29870	1
12_53_28245_29873	8
11_79_27793_29409_29752_29870	1
11_74_27689_29881	1
11_1087_27445_29872	1
11_62_26468_27299_27636_29874	1
11_67_21555_22068_22455_25753_26089_29173_29457_29864	1
11_60_26467_28917_29269_29876	1
12_67_27388_29873	7
11_3298_29471_29870	1
11_63_21552_23714_24276_29877	1
12_59_28255_29873	14
12_66_26469_29870	57
11_64_26468_27552_27638_28424_28944_29870	1
11_1061_29325_29875	2
11_1215_29420_29873	1
12_78_27053_29870	46
11_1608_29520_29873	1
11_3267_29335_29870	1
12_65_21552_26252_26284_29875	6
11_2948_29266_29873	1
12_71_26474_29870	49
11_1314_4882_6653_7958_8842_26666_29870	1
12_74_25391_29873	18
12_89_27810_29876	4
12_61_28253_29870	237
12_72_27389_29870	114
12_1770_5530_7490_29346_29871	1
12_1036_29360_29870	1
12_1853_29165_29875	2
12_61_27482_29875	5
12_65_27387_29870	156
12_76_27893_29874	11
12_62_26468_26775_26818_29868	2
12_66_26471_29870	319
12_80_26486_29877	5
12_64_26468_26772_26830_29872	1
12_67_28257_29873	133
12_1672_29235_29864	2
12_5261_29490_29876	1
12_6685_28468_29873	1
12_72_28262_29870	39
12_76_26479_29873	132
12_63_27038_29870	2
12_78_28268_29869	2
12_77_27395_29875	68
12_80_27055_29870	62
12_77_26271_26320_27326_29870	1
12_64_27039_29870	40
12_76_27400_29871	3
12_77_25391_29870	61
12_1946_29491_29882	1
12_83_28970_29872	4
12_1063_29329_29873	1
12_4366_4485_6606_28406_29879	1
12_1458_28716_29872	1
12_8712_23965_29875	1
12_1924_28408_29870	1
12_62_27884_29872	32
12_72_27390_29870	21
12_6943_29084_29870	1
12_83_27904_29871	6
12_2929_28216_29873	1
12_77_25394_29870	71
12_77_28272_29870	29
12_3032_29082_29873	1
12_1666_28299_29870	1
12_58_26481_29870	1
12_64_26468_26786_26821_29870	14
12_71_27889_29875	7
12_67_27042_29872	4
12_79_25391_29875	13
12_64_27381_29870	2
12_62_21552_29874	15
12_67_21555_29873	94
12_76_26481_28271_29175_29870	1
12_66_27385_28970_29081_29867	1
12_85_27056_29875	1
12_1238_29475_29879	1
12_2210_28954_29870	1
12_48_28245_29870	30
12_20433_21743_29870	1
12_4838_26831_29873	1
12_76_27892_29872	15
12_1906_29173_29870	1
12_85_26289_29871	1
12_21_25640_27017_27111_29873	1
12_73_26077_29875	3
12_62_27383_29875	29
12_77_27053_29870	18
12_74_27049_27552_27638_29863	1
12_1850_28832_29877	1
12_81_26486_29870	163
12_48_28243_29870	20
12_66_27037_29478	1
12_82_26491_29870	1
12_68_27041_29870	101
12_66_27385_28525_28577_29870	9
12_66_27385_28281_29145_29872	2
12_3699_29338_29874	1
12_6282_26783_29874	1
12_769_28202_29870	1
12_65_21552_23687_23838_29883	1
12_95_27421_29870	1
12_69_28263_29870	105
12_80_27058_29870	99
12_1371_29471_29870	1
12_76_25387_29874	2
12_83_27791_29872	6
12_57_28252_29870	79
12_66_27383_29870	24
12_70_26486_29870	1
12_1516_29350_29873	2
12_98_26504_29870	2
12_61_28252_29873	118
12_6852_29493_29873	1
12_24_23451_29870	1
12_6653_29494_29875	2
12_6797_29095_29877	1
12_62_27384_29870	284
12_1267_27758_29880	1
12_1114_28381_29874	1
12_75_27045_29871	16
12_59_26468_29870	23
12_38_26627_29871	1
12_78_26271_27403_27464_29870	1
12_1963_29316_29877	1
12_71_25424_29879	4
12_6809_28693_29873	2
12_72_21558_29872	6
12_1270_29417_29874	1
12_70_22945_29870	7
12_77_25389_29875	8
12_76_26481_29292_29410_29870	1
12_3813_28602_29869	2
12_61_27880_29872	5
12_73_27043_29870	1
12_4021_29268_29870	1
12_6928_28535_29873	1
12_63_26477_28362_29315_29874	1
12_66_27385_27577_27646_29873	2
12_64_25382_28524_28575_29870	1
12_1039_28749_29875	1
12_71_3819_4611_28574_29870	1
12_1382_29518_29873	1
12_64_28255_29016_29309_29875	1
12_87_28279_29867	1
12_71_26482_29870	1
12_64_28251_28464_28729_29875	1
12_4002_29326_29870	1
12_72_28256_29872	1
12_926_29232_29869	1
12_1816_29273_29873	1
12_60_28248_29870	75
12_21_25761_29877	1
12_64_27386_29870	73
12_1125_28753_29872	1
12_66_25382_28491_28646_29662_29840_29870	1
12_1009_28693_29872	1
12_68_26469_29870	16
12_72_28268_29873	12
12_1616_29470_29872	1
12_72_27889_29870	18
12_1864_29016_29870	1
12_62_26468_28691_28733_29877	1
12_63_25382_27682_27755_29877	1
12_76_26270_29870	117
12_26_28243_29876	1
12_939_29447_29873	3
12_55_28247_29870	14
12_76_26482_27682_27756_29872	1
12_76_27398_29874	3
12_76_26271_29870	54
12_915_28215_29872	1
12_64_28255_29339_29390_29882	1
12_66_27385_27773_29290_29873	1
12_77_25391_27790_27861_29871	1
12_64_26468_27554_27647_29875	5
14_1853_28601_29875	4
12_74_27048_28743_28809_29874	1
12_58_26473_29873	1
12_1571_29465_29870	1
12_53_27373_29870	1
12_75_27396_29870	270
12_62_26468_28008_28063_29870	1
12_69_13679_14751	1
12_70_27390_29870	1
12_2018_29082_29879	1
12_75_27893_29870	63
12_63_27883_29870	78
12_1309_27172_27794_29196_29870	1
12_1290_28976_29875	1
12_2369_26409_29875	1
12_66_21552_29870	35
12_76_21563_26786_26821_29884	1
12_63_21551_22673_28914_29874	1
12_1268_29222_29872	1
12_1483_29070_29874	1
12_49_25370_27265_27326_29870	1
12_53_22654_29871	1
12_6914_29475_29873	1
12_1363_29406_29870	1
12_1514_29306_29870	1
12_1387_29400_29875	1
12_71_21556_29873	7
12_75_26486_29870	132
12_67_27885_29870	20
12_64_25382_27385_27946_29874	1
12_2782_29442_29873	1
12_65_27043_29872	11
12_541_28208_29877	1
12_62_26468_26935_27017_29873	1
12_1454_29326_29879	1
12_2208_29515_29873	1
12_67_27884_29870	167
12_76_26481_27693_29283_29880	1
12_76_27393_29870	82
12_3431_29481_29871	1
12_71_27389_29870	52
12_1488_29143_29874	1
12_4590_29515_29873	1
12_73_28266_29870	106
12_72_28269_29874	3
12_76_27766_29870	23
12_76_26485_28722_28891_29874	1
12_759_28231_29870	7
12_77_26243_29870	10
12_76_27394_27765_29193_29872	1
12_1036_29305_29874	1
12_73_25388_29875	51
12_4988_26503_29886	1
12_76_27397_29872	12
12_69_27041_28749_28909_29877	1
12_64_26469_29873	36
12_5903_28933_29870	1
12_1394_29354_29870	1
12_65_27383_29870	16
12_64_26468_27705_28491_29874	1
12_64_26468_28361_28432_29870	3
12_1672_28293_29872	1
12_65_5946_20305	1
12_851_29152_29872	1
12_80_25396_26256_26289_29871	1
12_53_28254_29875	1
12_6752_28219_29875	1
12_49_25358_29871	1
12_3946_27407_29870	1
12_2163_27830_28186_29317_29871	1
12_75_27391_29870	61
12_63_25378_29870	37
12_78_27395_29870	35
12_1098_29480_29872	1
12_1853_27671_29876	1
12_4069_27552_29875	1
12_75_26511_29875	4
12_75_28273_29873	17
12_2857_29079_29885	1
12_5982_29083_29871	1
12_3677_27638_29875	1
12_66_26468_28597_28718_29870	1
12_1955_28256_29876	1
12_63_25380_27266_27301_29873	1
12_80_26502_29870	1
12_75_26241_29875	14
12_77_26271_27572_27623_29882	1
12_1828_29513_29878	1
12_63_28279_29873	1
12_2200_29380_29870	1
12_1234_28056_29877	1
12_7314_28497_29870	1
12_68_27383_29873	3
12_79_27397_29873	23
12_69_21554_29876	5
12_50_28244_29870	19
12_69_27390_29870	5
12_75_28258_29849	6
12_64_26471_29870	105
12_1408_29460_29870	1
12_70_27044_29879	1
12_1081_29353_29872	1
12_68_29112_29870	10
12_66_27385_28664_28729_29090	1
12_6083_29369_29870	1
12_68_26471_27190_27222_29870	1
12_76_26482_26675_26733_29878	1
12_79_27058_29875	32
12_92_26290_29876	2
12_1933_29193_29870	1
12_1971_27854_29872	1
12_64_28256_29870	38
12_1371_28691_29870	1
12_76_21561_29873	8
12_63_28254_29493_29813_29871	1
12_20_25676_26779_26817_29870	1
12_829_28042_29870	1
12_7228_28929_29872	1
12_6585_29476_29886	1
12_66_27385_28466_28745_29873	1
12_1995_28210_29869	1
12_49_27376_27976_28079_29870	1
12_2212_29237_29885	1
12_73_27390_29870	6
12_66_25382_25707_25791_29870	1
12_73_27394_29870	21
12_70_28278_29872	1
12_73_28262_29870	9
12_79_28270_29870	2
12_1183_29236_29870	1
12_60_25381_29874	4
12_67_21555_21592_27282_29871	1
12_66_27385_29620_29662_29870	1
12_76_21563_29870	76
12_73_28552_29870	1
12_1459_29147_29873	1
12_1155_29312_29872	1
12_6053_29250_29874	1
12_82_27409_29871	8
12_87_25406_29874	1
12_62_28255_28679_28731_29872	1
12_1133_29342_29870	1
12_80_26487_27282_29852_29872	1
12_1290_29478_29870	2
12_81_27407_29873	14
12_76_27395_29870	65
12_1063_24949_29874	1
12_62_26468_27486_27697_29872	1
12_65_21552_28359_28427_29872	1
12_64_25382_28337_29020_29875	1
12_76_26274_29870	69
12_2487_29086_29876	1
12_1752_29214_29870	1
12_1079_29469_29875	3
12_2477_29490_29875	1
12_75_25395_29870	12
12_47_27369_29870	16
12_62_27882_29870	1
12_76_27392_29870	167
12_735_27912_29872	1
12_66_26468_29661_29733_29875	1
12_75_28267_28361_28416_29870	1
12_62_26470_29870	54
12_65_26478_29870	2
12_72_25386_29870	59
12_3009_29368_29872	1
12_76_26478_29870	19
12_58_27892_29874	1
12_64_26468_26782_26819_28026_28122_29877	1
12_4073_27464_29875	1
12_867_28755_29873	1
12_2531_29492_29874	3
12_70_26237_29870	51
12_71_26473_29870	53
12_76_26481_27230_27383_29877	1
12_76_27763_29872	3
12_85_27792_29870	21
12_63_25380_29870	65
12_65_25424_26928	1
12_75_25751_29870	2
12_76_26481_27396_27511_29877	1
12_5910_26383_26449_26504_29872	1
12_62_26468_28318_29122_29873	1
12_71_24316_29877	1
12_69_4571_8251_25382_29873	1
12_4341_27373_29870	1
12_832_28889_29876	1
12_75_26477_29874	13
12_1275_28351_29880	1
12_82_27057_29875	2
12_4838_28151_29870	1
12_79_27793_29870	19
12_1277_27297_29870	1
12_880_929_1517_29145_29876	1
12_64_26468_26776_26832_29310_29343_29875	1
12_65_25384_27682_27755_29874	1
12_76_26481_26929_26986_29873	1
12_62_28255_29711_29791_29872	1
12_1053_29196_29873	1
12_94_28325_29870	1
12_3426_29327_29876	1
12_79_25396_29870	89
12_4024_29326_29870	1
12_65_21552_26643_26699_29890	1
12_71_26476_29870	13
12_76_28234_29741	2
12_1665_29341_29870	1
12_63_21552_28507_28679_29872	1
12_63_27884_29013_29082_29870	1
12_67_25381_28372_28849_29213_29258_29873	1
12_49_27376_29873	2
12_1884_28700_29870	1
12_72_26241_29875	9
12_62_26468_26776_26822_29879	1
12_63_27039_29870	17
12_62_26468_29227_29275_29873	1
12_66_26468_27267_27299_29873	1
12_68_26470_29870	26
12_62_25802_29873	1
12_65_25384_27903_28208_29876	1
12_1787_29469_29873	1
12_1948_28974_29870	1
12_91_25712_26779_26817_29884	1
12_77_25390_29870	32
12_58_26465_29870	70
12_58_21548_22008_29847_29870	1
12_76_26481_27386_29474_29875	1
12_57_27381_29870	6
12_62_28255_29634_29683_29876	1
12_64_28255_28359_28427_29873	1
12_4477_28811_29874	1
12_66_27385_27682_27753_29870	1
12_66_27384_28435_28494_29870	1
12_79_26484_29875	9
12_73_26269_27680_27754_29874	1
12_48_27375_29868	1
12_1398_28586_28691	1
12_62_25381_29870	106
12_64_21554_29870	18
12_1333_29191_29872	1
12_76_28281_29874	1
12_65_21552_22671_23106_23696_23839_29884	1
12_6076_29164_29877	1
12_2359_29070_29880	1
12_1453_28584_29884	1
12_754_29430_29871	1
12_1562_29312_29870	1
12_4282_29266_29875	1
12_71_28261_29870	73
12_1949_29147_29870	1
12_3884_29313_29872	1
12_2857_29444_29870	1
12_1211_29487_29877	1
12_62_28255_28496_28530_29870	1
12_72_28267_29870	40
12_57_28246_29870	6
12_73_27391_29870	42
12_3738_29308_29873	1
12_3575_29092_29870	1
12_1702_29492_29870	1
12_7207_29335_29873	1
12_69_25853_29870	2
12_72_27045_29870	61
12_65_21551_29870	38
12_7216_28929_29872	1
12_63_21552_22722_22766_27680_29820_29874	1
12_44_27282_29871	1
12_106_28324_29516	1
12_63_28255_28491_28730_29870	1
12_77_26271_29541_29663_29870	1
12_58_28249_29873	12
12_64_26468_28463_28853_29875	1
12_40_28235_29876	3
12_76_26481_26616_26657_29874	1
12_53_28246_29875	27
12_72_25386_27403_27531_29876	1
12_728_29279_29872	1
12_67_22503_29878	2
12_69_3816_8328_28860_29874	1
12_68_26471_27682_27753_29870	1
12_2964_28992_29875	1
12_75_27889_29870	8
12_65_27884_29682_29834_29872	1
12_77_26271_27126_27190_29870	1
12_2382_29326_29870	1
12_2162_29532_29874	1
12_86_25403_29873	3
12_1835_29496_29870	1
12_65_26481_29883	3
12_3103_29309_29870	1
12_6961_28927_29877	1
12_1416_29230_29869	1
12_1318_28525_29888	1
12_1050_28834_29873	1
12_1273_29389_29875	1
12_7005_28234_29872	2
12_976_29130_29875	1
12_72_28266_29870	22
12_65_26470_27521_27698_29872	1
12_76_27892_28494_28729_29879	1
12_4533_27836_29870	1
12_1152_29353_29873	1
12_64_28255_29566_29642_29870	1
12_47_27371_29870	8
12_6931_28687_29872	1
12_66_27380_29870	3
12_75_25403_29873	1
12_3384_29490_29883	1
12_1362_29335_29872	1
12_66_25382_26786_26821_27190_27222_29874	1
12_60_26465_29870	15
12_1214_29221_29875	1
12_77_28266_29874	15
12_79_25395_29874	7
12_81_26480_29873	2
12_734_29406_29872	1
12_1718_28225_29874	1
12_2645_28290_29873	1
12_64_27385_27552_27638_29870	1
12_82_27406_29877	11
12_29_26453_29872	1
12_72_28730_29864	1
12_65_27884_28309_28441_29870	1
12_65_21552_22157_24953_28679_28731_29875	1
12_57_26463_26784_26821_29871	1
12_6048_29379_29877	1
12_64_27385_27973_28020_29870	1
12_71_27852_29877	2
12_68_25388_29870	8
12_7548_28558_29871	1
12_72_26478_29870	16
12_66_27385_29685_29734_29873	1
12_868_29387_29875	1
12_71_27679_29872	3
12_15301_29854_29883	1
12_1085_29197_29877	2
12_6065_28599_29873	1
12_7417_27835_29872	1
12_2331_27057_29872	1
12_67_25381_27581_27616_29874	1
12_64_28255_28382_28443_29871	1
12_7780_29070_29872	1
12_84_27055_29881	4
12_58_28248_29875	12
12_68_26471_29304_29463_29870	1
12_81_27054_29870	11
12_1113_29265_29883	1
12_69_21569_29870	1
12_46_25371_29874	1
12_1081_29322_29883	1
12_71_25386_29870	23
12_3085_29128_29872	1
12_3808_28893_29873	1
12_68_25491_27682_27754_29875	1
12_1083_29457_29871	1
12_71_26471_29877	11
12_3834_27287_29871	1
12_66_27385_29644_29745_29870	1
12_46_28244_28495_28745_29893	1
12_22_26307_29876	1
12_78_26271_29870	57
12_1770_29308_29873	1
12_54_27376_29871	1
12_65_21555_29870	26
12_68_26471_29724_29776_29870	1
12_72_21562_29870	15
12_80_27431_29870	1
12_5362_29515_29870	1
12_1052_29238_29874	1
12_1992_29471_29874	2
12_75_28265_28503_28671_29872	1
12_75_27395_28746_28848_29870	1
12_952_29196_29870	1
12_2406_29311_29878	1
12_57_26462_29870	14
12_87_25402_29874	3
12_64_25382_25660_25728_29786	1
12_75_27048_29877	40
12_64_26468_27682_27755_29875	9
12_8249_29482_29877	1
12_1853_29455_29874	3
12_6895_29235_29870	1
12_2207_29309_29873	1
12_1973_29344_29875	2
12_2425_27348_29875	1
12_58_28254_29870	19
12_76_25391_26774_26831_29872	1
12_3179_28964_29877	1
12_80_27415_29874	2
12_2461_29376_29876	2
12_62_27885_28128_28176_29877	1
12_75_21566_29873	22
12_66_25382_26782_26824_27553_27650_29874	1
12_1689_29470_29878	1
12_66_25382_27330_27523_29875	1
12_1530_28688_29870	1
12_1215_28160_29873	1
12_73_27049_29870	8
12_69_26470_29873	6
12_3588_28358_29872	1
12_68_27677_29870	7
12_72_27387_29870	6
12_1854_28696_29879	2
12_68_27386_28833_28889_29874	1
12_64_26468_27190_27223_29878	1
12_1667_29180_29871	1
12_72_27049_29870	8
12_82_26502_27754	2
12_5911_27655_29876	1
12_1853_25551_29870	1
12_2860_29380_29875	1
12_73_26243_29870	41
12_59_28253_29873	50
12_1082_29353_29873	1
12_91_26377_29871	1
12_49_28249_29867	1
12_79_27054_29876	3
12_7411_26463_29869	1
12_1719_28251_29872	1
12_2057_28746_29873	1
12_28_28032_29871	1
12_1613_28685_29870	6
12_63_28250_29875	12
12_75_27365_29871	1
12_65_21552_28779_28854_29747_29789_29873	1
12_64_27383_29873	23
12_76_27895_29874	17
12_1904_28495_29872	1
12_81_27397_29870	10
12_1768_2271_2849_29343_29869	1
12_75_27400_29870	61
12_1517_29178_29874	1
12_80_28271_29875	29
12_1753_29258_29871	1
12_1853_29082_29870	13
12_61_26458_29880	2
12_1316_29546_29883	1
12_1309_1389_3035_29192_29882	1
12_46_28246_29870	8
12_4300_29382_29870	1
12_67_26472_26786_26821_27383_29471_29870	1
12_77_25388_29871	3
12_20_26731_29872	1
12_64_25382_26259_26334_29870	1
12_72_27042_29870	24
12_82_26486_29873	7
12_1282_27355_29874	1
12_6043_28467_29871	1
12_1717_28045_29870	1
12_82_28243_29875	1
12_76_28266_29870	43
12_2057_28438_29873	1
12_65_24778_27918	1
12_2900_29164_29874	1
12_2483_29163_29879	1
12_1277_29481_29875	1
12_1136_28831_29872	2
12_1850_29322_29870	1
12_5096_29349_29870	1
12_71_27385_29877	4
12_4172_29480_29870	1
12_1061_27539_29872	1
12_1334_29010_29887	1
12_73_28277_29876	2
12_1516_29145_29873	1
12_76_26482_29710_29791_29876	1
12_1046_3251_3270_29312_29877	1
12_71_23031_29877	4
12_47_28243_29870	37
12_64_26468_27698_29202_29870	1
12_720_28929_29872	1
12_732_28729_29870	1
12_61_25373_29875	1
12_6946_29469_29870	1
12_67_27887_29870	65
12_75_27398_29870	30
12_78_28272_29872	11
12_1048_28741_29873	1
12_1769_29326_29873	1
12_73_26476_29870	148
12_1907_28214_29870	1
12_2018_27100_29882	1
12_64_28255_28649_28745_29872	2
12_72_26473_29870	24
12_59_28249_29870	34
12_66_25382_26248_26281_29870	1
12_68_26471_27554_27647_29872	1
12_4121_26590_29870	1
12_82_25396_29870	22
12_68_27386_29676_29804_29874	1
12_1966_29186_29870	1
12_72_26477_27213_27632_29874	1
12_2588_29084_29874	3
12_66_27385_28898_28937_29870	1
12_66_25382_26259_26291_29875	1
12_75_26488_29870	8
12_2524_28225_29877	1
12_65_27887_29876	19
12_64_28255_28525_28577_29873	13
12_64_28760_29872	1
12_64_26498_29873	23
