barcode	Count
454_743_5390_5437_5960_6044_8369_9612	1
455_747_5976_6044_8369_9616	3
455_743_4913_4962_5390_5463_5951_6044_8369_9512	1
455_743_4913_4962_5390_5463_5777_6048_8369_9622	1
456_743_4913_5067_9082_9455	1
456_743_5390_6027_8369_9560	1
456_743_5960_6044_8369_8949_9050_9472	1
456_743_5976_6044_8341_9619	1
456_743_5976_6249_6376_9626	1
456_743_5390_5463_5976_6044_8369_8502_8618_9613	1
456_743_4913_4962_5777_6044_8401_9621	1
456_743_4913_4973_5992_6044_8369_9621	1
456_743_5976_6044_8369_8707_8778_9362	1
456_743_5960_6044_8345_9599	1
456_743_4922_9608	1
457_740_4911_6165	2
458_743_5960_6044_8369_8797_8849_9452	1
458_743_4913_4962_5390_5463_5960_6044_8345_9494	1
458_743_4913_4976_8328_9627	1
458_743_4913_5565_5629_6044_8369_9618	1
458_743_5992_9618	2
458_743_5992_6044_8369_9622	1
459_705_8319_9618	1
459_743_4994_5058_5390_9621	1
459_747_4919_6044_8369_9621	1
459_743_5960_6048_8369_9622	1
459_807_910_1073	1
459_958_1040_1129	1
459_743_9175_9328	1
459_782_1001_4688	1
459_747_4919_4962_5960_6044_8369_9621	1
459_615_6585_9443	1
459_747_5777_6044_8369_9622	2
459_743_5777_6044_8345_9607	1
459_747_4913_6044_8369_9582	1
459_743_5980_6214_9426_9622	1
459_743_4913_4962_5390_5463_5980_6147	2
459_743_4913_4962_5980_6044_8369_9622	1
459_951_1334_2676	1
459_3120_3172_6171	1
459_747_5960_6044_8369_9264_9318_9572	1
459_743_4913_4962_5390_5463_5980_6044_8369_9593	1
459_743_5390_5463_5976_6044_8369_9221_9331_9622	1
459_743_4913_5058_5390_5463_5777_5816	1
459_743_4919_9585	4
459_793_860_1114	1
459_743_5936_6051_8415_8700	1
459_747_4919_4962_5390_5463_5960_6044_8369_9623	1
459_747_860_1114	1
459_743_5954_6048_8369_9622	1
459_743_5390_6044_8369_9409_11128_11137	1
459_743_8369_8919_9023_9620	1
459_587_654_1114	1
459_743_5960_6051_8369_9618	2
459_743_6089_6171	1
459_969_1032_1106	1
459_743_4919_6044_8369_9531	1
459_673_6134_6651	1
459_743_5976_6237_6286_9621	1
459_747_4930_6153	1
459_747_9480_9621	1
459_634_9074_9615	1
459_743_4913_4962_5936_6044_8369_9621	2
459_743_4913_4962_5390_5463_5976_6044_8369_8949_9006_9622	1
459_552_9451_9577	1
459_694_8515_9621	1
459_3200_3271_4709	1
459_1050_1193_4886	1
459_743_4913_4962_5976_6044_8369_9287_9376_9622	1
459_747_4913_4962_5382_5463_5960_6044_8369_9621	1
459_743_4913_5067_5390_6153	1
459_743_4913_5058_5390_5463_5976_6153	1
459_793_8446_9622	1
459_743_4919_4962_5390_5463_5976_6044_8369_9620	1
459_743_5777_6044_8369_8949_9006_9622	1
459_743_4913_5058_5976_6051	1
459_743_8328_9569	1
459_743_5390_5463_5777_6044_8369_8919_9104_9621	1
459_743_4913_4962_5390_5455_5976_6044_8369_9444	1
459_899_983_1119	1
459_747_8341_9614	1
459_743_5390_5463_5976_6044_8369_8919_8962_9622	1
459_743_4913_4962_5777_6048_8369_9607	1
459_743_4913_4962_5390_5463_5960_9597	1
459_743_4913_4962_5777_6800_6848_9622	1
459_743_4919_4976_8328_9553	1
459_743_5954_7666_8976_9622	1
459_743_4913_4962_5976_6044_8369_8797_8911_9621	1
459_747_5817_6044_8369_9622	1
459_743_5976_7041_7092_9618	1
459_743_4913_5058_5390_6044_8369_9621	1
459_743_5390_5463_5992_6153	1
460_743_4913_4962_5390_5463_5954_9502	1
460_747_4919_4962_5390_6171	1
460_793_5592_6153	1
460_565_633_1119	1
460_743_4913_5058_5976_6044_8369_9621	1
461_743_5960_6044_8369_8502_8554_9414	1
461_740_5977_7567_8029_9621	1
461_747_5960_6048_8369_9626	1
461_743_5976_9212_9275_9477	1
462_634_9247_9517	1
462_698_971_1108	1
462_743_5976_6044_8515_9617	1
463_743_5777_6044_8369_9182_9247_9621	1
464_740_8375_9357	1
464_732_5976_6044_8369_9478	1
465_743_5390_5435_5777_6044_8369_9621	1
468_743_5390_5463_8369_9622	1
468_765_9076_9546	1
468_587_719_1129	1
469_747_5777_6044_8369_9052_9223_9597	1
469_743_5976_6237_6333_9621	1
469_743_5976_6044_8369_8541_9188_9626	1
469_743_5777_6044_8369_9242_9322_9621	1
469_705_4911_6153	1
471_747_5417_9012_9467_9503	1
472_617_770_1114	1
472_747_9355_9620	1
472_747_4922_5058_5777_6044_8369_9604	1
472_734_6216_6412	1
474_909_1721_2049	1
474_634_9064_9610	1
474_705_4955_6135	1
474_634_5426_5463_5976_6169	1
475_743_5976_6664_8172_9622	1
481_665_5377_6175	1
481_743_5390_5463_5777_6048_8369_9574	1
486_743_5744_5993_8446_9323	1
487_990_1080_4665	1
489_534_6119_6875	1
492_793_8345_9606	1
499_705_5949_7799_8032_9602	1
500_743_5976_6147_6216_9622	1
503_2279_2345_4688	1
503_738_1401_2055	1
505_634_5468_9619	1
505_634_5390_6044_8369_9622	1
505_617_780_1864	1
505_728_8440_8463_8618_9616	1
505_743_5777_6044_8341_9621	1
507_747_830_1868	1
512_743_6019_6874	1
512_1735_1805_4725	1
513_743_5453_6169	1
517_765_5371_6138	1
519_875_926_1857	1
520_527_5515_6875	1
521_556_1001_1596	1
521_891_2299_4680	2
539_743_5777_6029_8369_9587	1
547_747_5992_9621	1
590_747_5390_5463_5976_6640	1
591_683_8415_9601	1
598_665_5390_6171	1
601_775_877_1850	1
646_897_963_1857	1
649_1090_5755_6155	1
735_750_1103_1864	1
850_909_971_1126	1
854_891_963_1104	1
860_958_1007_1129	1
860_902_9557_9708	1
861_1010_1103_1125	1
955_1043_1117_1838	1
957_1815_2345_2360	1
958_1440_1522_1864	1
959_1043_1155_1864	1
961_1068_1117_1858	1
961_1020_1471_3547	1
965_1510_1581_1864	1
967_1068_1126_1831	1
1016_1156_3463_4138	1
1040_1191_3454_3538	1
1041_1720_8415_8427	1
1166_3607_3760_4725	1
1219_1777_1843_2019	1
1229_1241_1872_3122	1
1241_1783_1856_2055	1
1321_1369_1872_4793	1
1324_1365_3563_4138	1
1328_1336_1910_2547_2632_6165	1
1329_1338_1872_4672	1
1369_1376_1874_4632	1
1415_1421_1868_4686	1
1418_1777_1820_2393	1
1431_1673_1771_6659	1
1451_1845_9470_9623	1
1453_1458_1874_6161	1
1467_1473_1872_4692	1
1477_1845_2080_4709	1
1487_1520_1862_4142	1
1489_1533_1868_4120	1
1492_4347_4400_4707	1
1497_2393_2540_2657	1
1497_2493_4318_4725	1
1511_3920_4027_4401	1
1526_1677_1808_4725	2
1528_1549_1868_4278_4393_4686	1
1530_1688_1856_4686	1
1532_1760_1817_2676	1
1547_1664_1736_1864	1
1555_1561_1872_4709	1
1570_1583_1868_2644	1
1612_1619_1868_4389	1
1612_1930_3705_4686	1
1630_3783_4048_4709	1
1631_2503_9867_9968	1
1652_3069_3546_4652	1
1697_1751_1868_6167	1
1750_1845_9474_9612	1
1754_2035_2299_2669	1
1754_1938_2007_3599	1
1851_3052_3118_4017	1
1856_2011_2070_4219	1
1858_3760_3838_4400	1
1859_2926_2978_5092	1
1870_3387_3448_4686	1
2092_2493_2575_4776	1
2119_6044_8363_9606	1
2236_2425_2470_3488_3844_4723	1
2298_3493_4003_4633	1
2299_2651_2872_4696	1
2616_4395_4489_4556	1
2626_2651_9162_9496	1
2672_3670_3776_4303	1
2682_4154_4246_5314	1
2844_4395_4456_4692	1
2871_3190_3308_3497	1
3006_3013_3563_4877	1
3016_3021_5251_6976_7059_9626	1
3129_3868_3988_4667	1
3153_4451_4489_4663	1
3197_3422_3499_4709	1
3217_3662_3735_6650	2
3235_3329_3499_4129	1
3299_3329_8532_9622	1
3366_3760_3932_4136	1
3400_4653_8976_8993	1
3412_6261_6307_6875	1
3594_4525_4570_4793	1
3623_4223_4400_4684	1
3626_3632_4264_6153	1
3707_4337_4400_4886	1
3716_4873_8171_8428	1
5685_6044_8369_9622	18
3790_3872_4102_4686	1
3796_4509_4641_6147	1
3805_4054_4416_6648	1
3977_6101_13121_13139	1
3990_4721_4768_4877	1
4060_5563_5686_9622	1
4135_4829_9494_9582	1
4158_6520_6591_6875	1
4159_4596_4684_6454	1
4219_5292_5479_6171	1
4298_4721_6924_9622	1
4305_4313_4659_6991_7105_8823	1
4324_4565_4641_5006_5081_5479	1
4374_4906_5482_9620	1
4390_4565_4670_5480	1
4488_4529_4641_6161	1
4519_4829_5036_6707	1
4526_4599_4659_6858	1
4526_4973_5515_6874	1
4628_4721_4831_6446	1
4628_6412_6525_6875	1
4628_5782_5840_9621	1
4799_5271_5666_6165	1
4806_4973_5436_6147	1
4808_5893_5960_6120	1
4912_4962_5390_9331	2
4916_4962_5390_5782_5960_6641	1
4919_4962_5976_6044_8369_9608	1
5038_5069_5114_9620	1
5040_8216_8295_9458	1
5084_5782_5850_6171	1
5148_6146_9605_9622	1
5155_6219_6277_9621	1
5160_7699_7840_9557	1
5218_6946_9390_9621	1
5283_8048_8616_9621	1
5392_5463_5976_6044_8369_9568	1
5488_5493_7337_9621	1
5583_6687_6768_6875	1
5594_5782_5992_6875	1
5594_5782_5855_5902_6143_9467	1
5594_6148_6216_8081	1
5602_6044_8375_8532_8608_9499	1
5608_6302_6474_6872	1
5628_5915_6576_9622	1
5655_5782_5873_9514	1
5684_5915_6010_6875	1
5724_7675_7752_9622	1
5748_5903_5949_6872	1
5752_5776_6143_6504_6592_7110	1
5784_5804_6176_6875	1
5797_5804_6134_6872	1
5865_5883_6307_9423	1
5912_6048_6098_6872	1
5929_6300_6465_6874	1
5941_6913_8090_9515	1
6097_6783_9272_9601	1
6104_6237_6307_6658	1
6113_6152_6824_9621	1
6258_6577_9511_9622	1
6270_8953_9076_9457	1
6328_6644_6908_9629	1
6328_9505_9550_9621	1
6344_7236_8053_9622	1
6389_7418_7490_9621	1
6394_6400_6885_9622	1
6401_7250_8054_9605	1
6410_6663_6978_9624	1
6439_6446_6896_9621	1
6442_6447_7145_9612	1
6538_8647_8721_9621	1
6550_6706_7026_9618	1
6593_7293_8375_9500	1
6595_6973_7033_9619	1
6670_8009_8090_9510	1
6676_6783_6883_9622	1
6677_7678_7736_9622	1
6683_8744_8827_9622	1
6726_6929_8694_9622	1
6726_8811_8995_9622	1
6729_8853_8918_9622	2
6731_8957_9030_9436	1
6731_8314_8415_9342	1
6798_8894_9010_9431	1
6798_7532_7621_7893	1
6803_8919_8995_9608	1
6805_6991_7048_9622	1
6812_7908_7988_9621	1
6820_7848_7904_9618	1
6875_6881_7698_7806_7871_9449	1
6875_6889_7707_9619	1
6875_6881_7564_9622	2
6883_8423_8515_9469	1
6921_7567_8029_9476	1
7035_7264_7337_9573	1
7125_9163_9244_9621	1
7128_7214_7293_7699_7791_8177	1
7175_7706_8029_8259	1
7175_7562_8032_9568	1
7178_7635_8071_9626	1
7220_7699_8046_8172	1
7425_7707_8029_9622	1
7524_7678_8012_9608	1
7570_8142_8194_8645_9590_9627	1
7641_7708_8042_9621	1
7654_7699_8019_9440	1
7661_8557_8706_9621	1
7697_8632_9093_9421	1
7714_9242_9320_9592	1
7749_9293_9381_9606	1
7783_8734_8932_9446	1
7783_8919_9006_9615	2
7788_9350_9423_9603	1
7804_8094_8144_9622	1
7808_9105_9162_9621	1
7834_7958_8095_9622	1
7838_7853_8090_9622	1
8001_8220_8295_9621	1
8077_9323_9451_9597	1
8215_8298_8706_9606	1
8443_9418_9470_9619	1
8445_8502_8578_9621	1
8496_8501_8851_9607	1
8578_9005_9069_9622	1
8586_8953_9285_9586	1
8646_8790_8884_9622	1
8669_9221_9275_9588	1
8774_8797_8899_9622	1
8800_8894_8968_9491	1
8871_9036_9196_9561	1
9157_9287_9355_9500	1
9175_9365_9484_9608	1
9175_9242_9331_9609	1
9183_9287_9376_9585	1
9438_9627_13648_13730	1
9459_9618_12186_12199	1
