barcode	Count
12_2487_29086_29876	1
12_1752_29214_29870	1
12_1079_29469_29875	2
12_2477_29490_29875	1
12_75_25395_29870	12
12_62_27882_29870	1
12_76_27392_29870	167
12_735_27912_29872	1
12_66_26468_29661_29733_29875	1
12_75_28267_28361_28416_29870	1
12_62_26470_29870	53
12_65_26478_29870	2
12_72_25386_29870	59
12_3009_29368_29872	1
12_76_26478_29870	19
12_58_27892_29874	1
12_64_26468_26782_26819_28026_28122_29877	1
12_4073_27464_29875	1
12_867_28755_29873	1
12_2531_29492_29874	2
12_70_26237_29870	51
12_71_26473_29870	53
12_76_26481_27230_27383_29877	1
12_76_27763_29872	3
12_85_27792_29870	21
12_63_25380_29870	65
12_75_25751_29870	2
12_76_26481_27396_27511_29877	1
12_5910_26383_26449_26504_29872	1
12_62_26468_28318_29122_29873	1
12_71_24316_29877	1
12_69_4571_8251_25382_29873	1
12_4341_27373_29870	1
12_832_28889_29876	1
12_75_26477_29874	13
12_1275_28351_29880	1
12_82_27057_29875	2
12_4838_28151_29870	1
12_79_27793_29870	19
12_1277_27297_29870	1
12_880_929_1517_29145_29876	1
12_64_26468_26776_26832_29310_29343_29875	1
12_65_25384_27682_27755_29874	1
12_76_26481_26929_26986_29873	1
12_62_28255_29711_29791_29872	1
12_1053_29196_29873	1
12_94_28325_29870	1
12_3426_29327_29876	1
12_79_25396_29870	87
12_4024_29326_29870	1
12_65_21552_26643_26699_29890	1
12_71_26476_29870	13
12_76_28234_29741	2
12_1665_29341_29870	1
12_63_21552_28507_28679_29872	1
12_63_27884_29013_29082_29870	1
12_67_25381_28372_28849_29213_29258_29873	1
12_1884_28700_29870	1
12_72_26241_29875	9
12_62_26468_26776_26822_29879	1
12_63_27039_29870	17
12_62_26468_29227_29275_29873	1
12_66_26468_27267_27299_29873	1
12_68_26470_29870	26
12_62_25802_29873	1
12_65_25384_27903_28208_29876	1
12_1787_29469_29873	1
12_1948_28974_29870	1
12_91_25712_26779_26817_29884	1
12_77_25390_29870	32
12_58_26465_29870	70
12_58_21548_22008_29847_29870	1
12_76_26481_27386_29474_29875	1
12_57_27381_29870	6
12_62_28255_29634_29683_29876	1
12_64_28255_28359_28427_29873	1
12_4477_28811_29874	1
12_66_27385_27682_27753_29870	1
12_66_27384_28435_28494_29870	1
12_79_26484_29875	9
12_73_26269_27680_27754_29874	1
12_1398_28586_28691	1
12_62_25381_29870	105
12_64_21554_29870	18
12_1333_29191_29872	1
12_76_28281_29874	1
12_65_21552_22671_23106_23696_23839_29884	1
12_6076_29164_29877	1
12_2359_29070_29880	1
12_1453_28584_29884	1
12_754_29430_29871	1
12_1562_29312_29870	1
12_4282_29266_29875	1
12_71_28261_29870	73
12_1949_29147_29870	1
12_3884_29313_29872	1
12_2857_29444_29870	1
12_1211_29487_29877	1
12_62_28255_28496_28530_29870	1
12_72_28267_29870	40
12_57_28246_29870	6
12_73_27391_29870	42
12_3738_29308_29873	1
12_3575_29092_29870	1
12_1702_29492_29870	1
12_7207_29335_29873	1
12_69_25853_29870	2
12_72_27045_29870	61
12_65_21551_29870	38
12_7216_28929_29872	1
12_63_21552_22722_22766_27680_29820_29874	1
12_106_28324_29516	1
12_63_28255_28491_28730_29870	1
12_77_26271_29541_29663_29870	1
12_58_28249_29873	12
12_64_26468_28463_28853_29875	1
12_76_26481_26616_26657_29874	1
12_72_25386_27403_27531_29876	1
12_728_29279_29872	1
12_67_22503_29878	2
12_69_3816_8328_28860_29874	1
12_68_26471_27682_27753_29870	1
12_2964_28992_29875	1
12_75_27889_29870	8
12_65_27884_29682_29834_29872	1
12_77_26271_27126_27190_29870	1
12_2382_29326_29870	1
12_2162_29532_29874	1
12_86_25403_29873	3
12_1835_29496_29870	1
12_65_26481_29883	3
12_3103_29309_29870	1
12_6961_28927_29877	1
12_1416_29230_29869	1
12_1318_28525_29888	1
12_1050_28834_29873	1
12_1273_29389_29875	1
12_7005_28234_29872	1
12_976_29130_29875	1
12_72_28266_29870	22
12_65_26470_27521_27698_29872	1
12_76_27892_28494_28729_29879	1
12_4533_27836_29870	1
12_1152_29353_29873	1
12_64_28255_29566_29642_29870	1
12_6931_28687_29872	1
12_66_27380_29870	3
12_75_25403_29873	1
12_3384_29490_29883	1
12_1362_29335_29872	1
12_66_25382_26786_26821_27190_27222_29874	1
12_60_26465_29870	15
12_1214_29221_29875	1
12_77_28266_29874	15
12_79_25395_29874	7
12_81_26480_29873	2
12_734_29406_29872	1
12_1718_28225_29874	1
12_2645_28290_29873	1
12_64_27385_27552_27638_29870	1
12_82_27406_29877	11
12_72_28730_29864	1
12_65_27884_28309_28441_29870	1
12_65_21552_22157_24953_28679_28731_29875	1
12_57_26463_26784_26821_29871	1
12_6048_29379_29877	1
12_64_27385_27973_28020_29870	1
12_71_27852_29877	2
12_68_25388_29870	8
12_7548_28558_29871	1
12_72_26478_29870	16
12_66_27385_29685_29734_29873	1
12_868_29387_29875	1
12_71_27679_29872	3
12_15301_29854_29883	1
12_1085_29197_29877	2
12_6065_28599_29873	1
12_7417_27835_29872	1
12_2331_27057_29872	1
12_67_25381_27581_27616_29874	1
12_64_28255_28382_28443_29871	1
12_7780_29070_29872	1
12_84_27055_29881	4
12_58_28248_29875	12
12_68_26471_29304_29463_29870	1
12_81_27054_29870	11
12_1113_29265_29883	1
12_69_21569_29870	1
12_1081_29322_29883	1
12_71_25386_29870	21
12_3085_29128_29872	1
12_3808_28893_29873	1
12_68_25491_27682_27754_29875	1
12_1083_29457_29871	1
12_71_26471_29877	10
12_3834_27287_29871	1
12_66_27385_29644_29745_29870	1
12_78_26271_29870	56
12_1770_29308_29873	1
12_54_27376_29871	1
12_65_21555_29870	26
12_68_26471_29724_29776_29870	1
12_72_21562_29870	14
12_80_27431_29870	1
12_5362_29515_29870	1
12_1052_29238_29874	1
12_1992_29471_29874	2
12_75_28265_28503_28671_29872	1
12_75_27395_28746_28848_29870	1
12_952_29196_29870	1
12_2406_29311_29878	1
12_57_26462_29870	14
12_87_25402_29874	2
12_64_25382_25660_25728_29786	1
12_75_27048_29877	39
12_64_26468_27682_27755_29875	9
12_8249_29482_29877	1
12_1853_29455_29874	3
12_6895_29235_29870	1
12_2207_29309_29873	1
12_1973_29344_29875	1
12_2425_27348_29875	1
12_58_28254_29870	19
12_76_25391_26774_26831_29872	1
12_3179_28964_29877	1
12_80_27415_29874	2
12_2461_29376_29876	2
12_62_27885_28128_28176_29877	1
12_75_21566_29873	22
12_66_25382_26782_26824_27553_27650_29874	1
12_1689_29470_29878	1
12_66_25382_27330_27523_29875	1
12_1530_28688_29870	1
12_1215_28160_29873	1
12_73_27049_29870	8
12_69_26470_29873	6
12_3588_28358_29872	1
12_68_27677_29870	7
12_72_27387_29870	6
12_1854_28696_29879	2
12_68_27386_28833_28889_29874	1
12_64_26468_27190_27223_29878	1
12_1667_29180_29871	1
12_72_27049_29870	8
12_5911_27655_29876	1
12_1853_25551_29870	1
12_2860_29380_29875	1
12_73_26243_29870	41
12_59_28253_29873	50
12_1082_29353_29873	1
12_91_26377_29871	1
12_79_27054_29876	3
12_7411_26463_29869	1
12_1719_28251_29872	1
12_2057_28746_29873	1
12_1613_28685_29870	5
12_63_28250_29875	12
12_75_27365_29871	1
12_65_21552_28779_28854_29747_29789_29873	1
12_64_27383_29873	23
12_76_27895_29874	17
12_1904_28495_29872	1
12_81_27397_29870	10
12_1768_2271_2849_29343_29869	1
12_75_27400_29870	59
12_1517_29178_29874	1
12_80_28271_29875	29
12_1753_29258_29871	1
12_1853_29082_29870	10
12_61_26458_29880	2
12_1316_29546_29883	1
12_1309_1389_3035_29192_29882	1
12_4300_29382_29870	1
12_67_26472_26786_26821_27383_29471_29870	1
12_77_25388_29871	3
12_64_25382_26259_26334_29870	1
12_72_27042_29870	24
12_82_26486_29873	7
12_1282_27355_29874	1
12_6043_28467_29871	1
12_1717_28045_29870	1
12_82_28243_29875	1
12_76_28266_29870	43
12_2057_28438_29873	1
12_2900_29164_29874	1
12_2483_29163_29879	1
12_1277_29481_29875	1
12_1136_28831_29872	2
12_1850_29322_29870	1
12_5096_29349_29870	1
12_71_27385_29877	4
12_4172_29480_29870	1
12_1061_27539_29872	1
12_1334_29010_29887	1
12_73_28277_29876	2
12_1516_29145_29873	1
12_76_26482_29710_29791_29876	1
12_1046_3251_3270_29312_29877	1
12_71_23031_29877	4
12_64_26468_27698_29202_29870	1
12_720_28929_29872	1
12_732_28729_29870	1
12_61_25373_29875	1
12_6946_29469_29870	1
12_67_27887_29870	65
12_75_27398_29870	30
12_78_28272_29872	11
12_1048_28741_29873	1
12_1769_29326_29873	1
12_73_26476_29870	145
12_1907_28214_29870	1
12_2018_27100_29882	1
12_64_28255_28649_28745_29872	2
12_72_26473_29870	24
12_59_28249_29870	34
12_66_25382_26248_26281_29870	1
12_68_26471_27554_27647_29872	1
12_4121_26590_29870	1
12_82_25396_29870	21
12_68_27386_29676_29804_29874	1
12_1966_29186_29870	1
12_72_26477_27213_27632_29874	1
12_2588_29084_29874	2
12_66_27385_28898_28937_29870	1
12_66_25382_26259_26291_29875	1
12_75_26488_29870	7
12_2524_28225_29877	1
12_65_27887_29876	19
12_64_28255_28525_28577_29873	13
12_64_28760_29872	1
12_64_26498_29873	23
12_58_28261_29850	1
12_67_25387_29870	5
12_77_21564_29877	2
12_6703_29349_29870	1
12_75_27768_29871	25
12_2397_29393_29874	1
12_1009_28326_29876	1
12_76_26268_29870	2
12_6990_27580_29877	1
12_5015_5281_6850_29272_29874	1
12_63_28257_29483_29787_29873	1
12_64_26468_28525_28577_29872	6
12_76_26482_28609_28975_29872	1
12_65_27884_28831_29132_29872	1
12_7851_7887_8163_8211_8479_26571_29875	1
12_64_26468_26877_27073_29876	1
12_1207_29292_29875	1
12_65_21552_24417_24700_29870	1
12_64_25386_29874	1
12_2492_2541_3007_3681_5099_5147_5394_5451_8563_29350_29874	1
12_1650_28944_29180_29550_29871	1
12_71_29355_29873	1
12_1475_29175_29863	3
12_418_29392_29872	1
12_76_26270_28913_29288_29872	1
12_69_26237_27578_27914_29882	1
12_65_21552_27234_27646_29870	1
12_4344_29536_29876	1
12_4724_29329_29874	1
12_64_28255_28781_29095_29870	1
12_64_25382_26383_26678_29874	1
12_65_21552_22143_22535_29870	1
12_66_25382_26130_26406_29875	1
12_2426_2628_3548_28929_29872	1
12_67_26470_28688_29033_29872	1
12_1207_1273_5723_29323_29872	1
12_3651_28215_29216_29543_29874	1
