barcode	Count
1_867_1040_1556	1
1_294_1182_1373	1
1_1263_1409_1630	1
1_68_227_1630	1
1_1363_1500_1630	1
1_1426_1550_1630	1
1_327_491_1034	1
1_892_1040_1594	2
1_932_978_1630	1
1_816_979_1630	1
1_207_281_1630	1
1_507_840_1630	2
1_404_532_640	1
1_752_804_1143	2
1_143_200_1630	1
1_15_898_1630	1
1_1456_1519_1630	3
1_316_410_1630	1
1_448_940_1630	1
1_631_714_1614	1
1_220_1140_1630	1
1_959_1002_1630	1
1_777_840_1614	6
1_15_494_1630	2
1_1425_1479_1630	1
1_366_918_1628	1
1_262_333_1628	1
1_425_795_1630	1
1_622_1072_1614	1
1_613_872_1408	2
1_525_820_1322	1
1_179_245_1630	3
1_336_473_1607	1
1_1032_1514_1630	1
1_25_494_1630	1
1_100_160_1615	1
1_950_1409_1630	2
1_399_495_1630	1
1_129_267_562_763_1630	1
1_499_931_1630	1
1_43_804_1630	1
1_254_309_1630	1
1_1439_1562_1614	1
1_973_1550_1595	1
1_262_301_1280	1
1_78_186_1501	1
1_456_1347_1630	1
1_475_1165_1630	1
1_250_314_1629	1
1_1384_1498_1625	1
1_485_576_1630	1
1_749_823_1630	4
1_1154_1404_1630	1
1_529_636_1614	1
1_932_1040_1630	3
1_735_840_1614	2
1_1064_1135_1628	1
1_647_783_1037	1
1_1243_1352_1614	1
1_220_456_1630	1
1_468_550_1630	3
1_313_428_1628	1
1_365_431_1628	2
1_150_546_1630	1
1_490_597_1630	1
1_21_636_1630	1
1_227_508_1630	1
1_1160_1249_1627	2
1_1013_1092_1630	1
1_1427_1562_1630	1
1_735_804_887	1
1_752_858_1630	2
1_979_1040_1625	1
1_475_1146_1630	2
1_777_851_1373	1
1_840_898_1630	7
1_263_1002_1630	1
1_700_840_1624	1
1_715_1087_1606	1
1_1038_1081_1614	2
1_216_327_1630	1
1_502_1126_1614	1
1_389_546_1066	1
1_692_872_1206_1337_1630	1
1_970_1037_1614	1
1_562_872_1630	1
1_327_456_1630	2
1_1345_1409_1630	5
1_247_393_1630	1
1_1063_1519_1630	1
1_719_799_1612	2
1_512_573_622	1
1_569_840_1614	1
1_1160_1211_1630	11
1_613_677_1624	2
1_952_1072_1434	1
1_1003_1058_1565	3
1_1486_1570_1630	1
1_1243_1312_1630	3
1_1345_1391_1630	1
1_461_516_1630	1
1_179_456_1630	3
1_259_1126_1630	1
1_515_1040_1614	1
1_294_918_1628	1
1_689_1479_1614	1
1_129_267_1630	4
1_852_1426_1630	1
1_251_1002_1630	1
1_684_872_1625	1
1_143_245_1630	2
1_562_608_622	1
1_107_1092_1630	1
1_976_1426_1594	1
1_1373_1426_1630	4
1_536_1165_1630	1
1_807_1249_1630	1
1_1345_1433_1558	3
1_1121_1159_1630	1
1_777_858_1630	2
1_197_243_1630	1
1_257_788_1630	1
1_684_1386_1630	1
1_747_1087_1481	1
1_940_1347_1630	1
1_657_1457_1628	1
1_749_840_1630	1
1_786_849_1614	2
1_1471_1588_1630	1
1_813_872_1601	1
1_281_369_1624	1
1_1032_1110_1630	1
1_262_378_1630	1
1_1057_1195_1630	1
1_834_940_1630	1
1_552_823_1630	6
1_506_636_1630	1
1_119_169_1614	2
1_411_494_890_1211_1630	1
1_1249_1527_1630	1
1_1154_1386_1630	1
1_179_406_1630	1
1_598_661_1630	1
1_482_940_1630	1
1_330_1044_1628	1
1_456_949_1630	1
1_353_423_1630	1
1_150_550_1630	1
1_749_810_1630	1
1_1515_1588_1630	1
1_613_1368_1602	1
1_638_730_1614	2
1_475_840_1630	2
1_100_141_1630	3
1_867_918_1630	6
1_1403_1457_1624	1
1_29_82_1630	2
1_966_1100_1550	1
1_1105_1146_1611	1
1_456_674_1625	1
1_598_655_1630	1
1_91_291_1438	1
1_1443_1519_1630	1
1_1032_1100_1630	4
1_608_1044_1630	1
1_1032_1087_1630	4
1_251_640_1628	1
1_562_610_622	6
1_512_601_1630	1
1_150_531_1594	1
1_211_282_1630	2
1_1087_1140_1621	1
1_834_898_1630	2
1_657_1087_1630	1
1_91_367_1504	1
1_411_503_1037	1
1_1040_1409_1624	1
1_692_1347_1621	1
1_816_872_1630	1
1_312_354_1630	1
1_786_949_1630	1
1_1282_1503_1612	1
1_1471_1534_1630	1
1_840_1260_1628	1
1_1243_1287_1630	6
1_298_494_1207	1
1_1213_1287_1625	4
1_212_274_1630	2
1_198_381_757	1
1_1042_1146_1630	1
1_719_898_1630	1
1_1003_1112_1630	1
1_1282_1401_1627	1
1_1376_1433_1630	1
1_809_1058_1625	1
1_211_441_1630	1
1_53_636_1630	1
1_1136_1426_1630	1
1_15_1015_1630	1
1_495_1040_1630	1
1_451_520_1408	1
1_250_404_1214	1
1_1038_1433_1630	1
1_737_799_1243_1305_1624	1
1_719_788_1630	3
1_353_475_1630	1
1_100_158_1630	2
1_423_786_1289	1
1_967_1015_1401	1
1_1238_1300_1614	1
1_112_186_1630	1
1_53_113_1630	1
1_1065_1347_1614	1
1_684_1433_1630	2
1_451_539_758	1
1_175_227_1629	1
1_802_872_1630	2
1_448_1010_1614	1
1_1411_1479_1630	2
1_752_840_1623	1
1_91_382_1628	1
1_290_401_1624	1
1_684_1173_1373	1
1_456_1140_1628	1
1_624_688_1630	1
1_199_267_1610	1
1_613_688_1630	3
1_425_1287_1630	1
1_150_1178_1630	1
1_700_1486_1614	1
1_1051_1550_1630	1
1_777_1203_1588	1
1_143_301_1630	1
1_715_1044_1630	1
1_557_705_1614	1
1_428_1058_1630	1
1_129_252_1624	1
1_479_1058_1280	1
1_273_354_1614	1
1_360_918_1630	1
1_551_609_762	1
1_602_730_1521	1
1_192_354_1630	1
1_817_872_1630	1
1_1154_1242_1630	2
1_684_1287_1628	1
1_122_206_1220	1
1_42_141_1630	1
1_303_360_1237	1
1_777_823_1614	3
1_975_1027_1630	1
1_638_732_1630	3
1_1274_1433_1630	1
1_562_1457_1614	1
1_179_325_1630	1
1_792_1126_1624	1
1_247_309_1630	1
1_715_804_1630	1
1_719_966_1221	1
1_10_387_1630	1
1_423_491_1630	1
1_657_1506_1630	1
1_534_872_1623	1
1_423_604_1630	1
1_10_525_1630	2
1_549_820_1630	1
1_251_1037_1630	1
1_311_561_1630	1
1_791_840_1630	1
1_197_245_1614	1
1_1370_1433_1630	1
1_749_936_1588	1
1_536_597_1627	1
1_1104_1426_1630	1
1_832_918_1019	1
1_270_546_1630	1
1_613_696_1630	1
1_752_823_1630	2
1_810_918_1630	1
1_456_947_1630	1
1_171_354_1630	1
1_671_732_1630	2
1_1368_1433_1630	1
1_748_1126_1630	1
1_1070_1126_1373	1
1_411_494_1630	4
1_689_1237_1614	1
1_1241_1433_1630	1
1_1066_1126_1630	1
1_250_354_1630	1
1_711_1146_1630	1
1_1160_1287_1630	3
1_769_1159_1630	1
1_1336_1479_1630	1
1_557_609_615_1165_1630	1
1_846_1126_1607	1
1_735_1015_1630	1
1_199_333_1628	1
1_892_1368_1630	1
1_777_1270_1586	1
1_389_525_1614	1
1_122_186_1630	3
1_179_301_1630	3
1_1015_1140_1630	1
1_10_1126_1630	2
1_1282_1413_1630	1
1_307_1027_1613	1
1_222_777_1630	1
1_340_432_1630	1
1_1127_1165_1630	3
1_970_1100_1630	1
1_246_333_1630	1
1_636_1002_1630	1
1_473_525_1630	1
1_270_847_1630	1
1_512_636_699	2
1_221_354_1630	1
1_980_1108_1630	1
1_684_1347_1554	3
1_1102_1231_1630	1
1_219_333_1614	1
1_786_898_1630	4
1_1375_1433_1630	1
1_1503_1562_1614	1
1_27_499_1593	1
1_519_721_1630	1
1_50_586_1630	1
1_381_1448_1630	1
1_684_1165_1408	1
1_852_1159_1630	1
1_254_974_1378	1
1_332_1110_1605	1
1_1310_1399_1630	1
1_537_1550_1630	1
1_179_243_1630	4
1_1323_1479_1614	2
1_91_227_1630	1
1_1213_1262_1630	2
1_1106_1195_1614	1
1_615_1140_1514	1
1_747_1072_1614	1
1_596_659_1630	1
1_449_546_1630	1
1_411_517_1625	1
1_107_323_481_872_1627	1
1_201_243_757_840_1443	1
1_1439_1488_1630	1
1_502_1185_1630	1
1_692_928_1630	1
1_596_1002_1630	1
1_1426_1489_1630	1
1_750_1229_1630	1
1_735_791_1630	1
1_268_619_1595	1
1_852_1015_1614	1
1_1528_1588_1630	3
1_456_1126_1630	1
1_179_227_1630	6
1_405_1347_1630	1
1_1384_1493_1630	1
1_952_1037_1630	6
1_613_918_1630	1
1_892_1015_1630	2
1_525_1002_1630	1
1_972_1126_1630	1
1_1121_1347_1630	1
1_1160_1514_1630	1
1_100_163_1030	2
1_1426_1519_1630	2
1_961_1087_1630	1
1_389_1159_1628	1
1_1121_1249_1630	1
1_215_619_1259	1
1_216_301_1614	2
1_506_771_1456	1
1_236_309_1628	1
1_988_1072_1116	1
1_442_494_1624	3
1_389_480_1630	1
1_613_682_1614	1
1_119_218_1625	1
1_201_267_1630	1
1_1080_1156_1630	1
1_587_682_1630	1
1_908_1015_1612	1
1_816_1287_1629	1
1_247_385_1630	1
1_777_918_1614	2
1_220_918_1630	1
1_684_1211_1630	3
1_1040_1337_1630	1
1_977_1126_1624	1
1_229_354_1614	1
1_715_1081_1630	2
1_617_814_1630	1
1_211_267_1630	3
1_77_267_1624	1
1_222_804_1280	1
1_221_949_1630	1
1_840_1002_1217_1270_1630	1
1_519_1002_1630	1
1_40_375_1630	1
1_193_243_1630	1
1_749_1015_1630	1
1_245_546_1630	1
1_1363_1426_1583	1
1_777_1426_1608	1
1_206_267_1630	1
1_1127_1235_1614	2
1_620_918_1602	1
1_657_971_1630	1
1_302_354_1630	1
1_777_833_1628	1
1_964_1015_1630	1
1_226_322_1630	1
1_270_898_1614	1
1_359_528_1628	1
1_270_840_1630	1
1_1504_1572_1630	1
1_1310_1388_1630	1
1_374_550_958	1
1_383_788_1630	1
1_53_127_1630	1
1_1027_1087_1612	1
1_1027_1146_1624	1
1_15_418_1630	1
1_1142_1190_1630	1
1_602_677_1630	1
1_499_636_1630	1
1_1249_1426_1628	1
1_15_730_1628	1
1_236_721_1628	1
1_638_872_1630	1
1_353_456_1154	4
1_311_354_536	2
1_475_1337_1612	1
1_1519_1572_1630	1
1_932_1506_1630	2
1_294_354_1629	3
1_569_636_1626	2
1_545_858_1154	1
1_1243_1347_1630	3
1_514_799_1625	1
1_507_1185_1630	1
1_846_1337_1627	1
1_661_724_1626	1
1_10_788_1630	1
1_899_949_1630	1
1_638_724_1630	2
1_1121_1171_1630	2
1_1373_1502_1629	1
1_722_823_1614	1
1_1121_1178_1408	1
1_303_393_1630	1
1_661_840_1630	1
1_448_1040_1614	1
1_10_267_1630	2
1_442_546_1614	1
1_867_907_1625	1
1_613_663_1628	1
1_100_375_1629	1
1_495_1386_1627	1
1_448_1312_1630	1
1_55_872_1630	1
1_719_783_1630	1
1_1064_1165_1630	1
1_1224_1550_1629	1
1_100_170_1629	1
1_864_1159_1630	1
1_974_1140_1624	1
1_216_371_1626	1
1_140_597_1630	1
1_423_1457_1630	1
1_700_751_1630	3
1_362_1368_1630	1
1_58_102_1423	2
1_581_872_1574	1
1_502_898_1630	1
1_581_804_1545	1
1_464_562_840_1195_1630	1
1_303_366_1629	1
1_638_1015_1630	2
1_1063_1126_1629	1
1_755_953_1630	1
1_700_872_1630	1
1_574_795_1629	1
1_824_898_1614	1
1_303_432_1630	1
1_1206_1426_1628	1
1_613_682_1486_1530_1629	1
1_613_751_1630	1
1_512_1072_1611	1
1_940_1100_1629	1
1_1496_1550_1611	2
1_353_466_1630	1
1_335_456_1630	1
1_10_186_1630	2
1_578_872_1630	1
1_747_1015_1591	1
1_680_809_1630	1
1_29_744_1630	1
1_1121_1479_1630	1
1_428_1347_1628	1
1_475_1002_1626	1
1_1121_1165_1630	2
1_68_456_1630	1
1_747_1433_1626	2
1_671_804_1630	1
1_226_297_1630	1
1_1051_1572_1614	1
1_243_354_1630	1
1_536_795_1630	1
1_924_1087_1630	1
1_585_1037_1630	1
1_68_127_578_640_1629	1
1_1175_1270_1630	1
1_826_918_1630	1
1_747_1479_1629	1
1_179_243_451_613_1630	1
1_622_1037_1630	1
1_918_1015_1627	1
1_587_724_1627	1
1_562_613_1630	1
1_1059_1479_1630	1
1_107_277_1280	1
1_893_960_1573	1
1_834_910_1630	1
1_890_1126_1630	1
1_1310_1380_1630	1
1_10_120_1629	1
1_528_1058_1629	1
1_1112_1211_1614	1
1_44_97_1630	1
1_389_783_1630	1
1_515_636_1630	1
1_562_640_1630	6
1_1456_1526_1603	1
1_684_1072_1630	2
1_448_1002_1630	2
1_1426_1492_1626	1
1_411_489_1625	1
1_179_391_1626	1
1_1032_1072_1629	3
1_129_195_1630	2
1_53_105_1625	1
1_507_1386_1562	1
1_562_677_1627	1
1_411_458_1629	1
1_893_949_1630	1
1_1154_1222_1630	1
1_760_814_1629	1
1_212_1072_1630	1
1_692_1037_1630	1
1_423_808_1057	1
1_657_1185_1629	1
1_602_872_1630	1
1_150_199_1630	1
1_638_778_1630	1
1_675_751_1630	3
1_684_1140_1630	1
1_890_976_1630	1
1_327_1368_1630	1
1_1433_1479_1630	1
1_918_1002_1629	1
1_484_546_1630	1
1_262_456_1630	2
1_1121_1190_1630	1
1_1206_1337_1629	1
1_33_186_1627	1
1_613_693_1630	1
1_499_550_1630	1
1_251_872_1630	1
1_562_682_1607	1
1_846_1015_1630	1
1_867_945_1629	1
1_840_940_1630	1
1_1133_1457_1630	1
1_1142_1211_1629	1
1_528_918_1626	2
1_448_814_1614	1
1_1003_1081_1630	3
1_613_672_1630	1
1_1384_1426_1630	1
1_368_484_1630	1
1_1059_1126_1630	1
1_1093_1173_1629	1
1_1003_1040_1630	1
1_890_1002_1243_1409_1614	1
1_671_730_1597	1
1_10_243_1614	1
1_940_1337_1609	1
1_502_746_1630	2
1_198_443_1630	1
1_152_267_1630	1
1_526_918_1614	1
1_715_1399_1630	1
1_1067_1265_1629	1
1_1100_1182_1630	1
1_15_243_1630	1
1_1095_1211_1626	1
1_495_1211_1514	2
1_454_1300_1589	1
1_221_966_1630	1
1_222_1126_1625	1
1_1180_1235_1630	1
1_690_749_890_966_1630	1
1_468_648_1630	1
1_793_882_1630	1
1_33_110_1630	1
1_529_882_1545	1
1_932_991_1630	1
1_468_744_1630	1
1_1127_1195_1630	2
1_690_872_1630	1
1_1187_1237_1630	1
1_1282_1474_1630	1
1_1206_1265_1630	1
1_1018_1120_1630	1
1_1003_1242_1629	2
1_587_636_1630	1
1_220_380_1579	1
1_749_1426_1630	1
1_752_810_1630	1
1_10_502_1629	1
1_719_947_1630	1
1_952_1002_1628	4
1_737_814_1622	1
1_950_1337_1630	1
1_916_1108_1630	1
1_179_317_1630	1
1_807_1287_1630	1
1_700_759_1598	1
1_68_132_1630	2
1_303_507_1630	1
1_613_724_1630	1
1_1056_1133_1630	1
1_200_293_1625	1
1_1154_1293_1630	1
1_1310_1409_1623	2
1_1112_1259_1581	1
1_15_456_1630	1
1_1408_1588_1612	1
1_821_872_1614	1
1_639_705_1630	1
1_20_546_1630	1
1_475_872_1630	1
1_1060_1211_1630	1
1_932_1081_1630	1
1_700_782_1630	1
1_88_186_1630	1
1_700_771_1630	1
1_1496_1580_1630	1
1_536_977_1630	1
1_461_640_1037	1
1_1486_1573_1629	1
1_1160_1245_1630	1
1_179_961_1630	1
1_1080_1457_1626	1
1_690_730_1629	1
1_10_872_1629	1
1_544_918_1630	1
1_562_636_1347_1429_1626	1
1_10_227_1630	1
1_66_141_1630	1
1_867_940_1628	1
1_846_1426_1630	1
1_867_942_1630	1
1_1496_1591_1629	1
1_220_640_1630	1
1_823_1044_1630	2
1_715_1190_1626	1
1_985_1058_1629	1
1_521_609_1630	1
1_515_602_1629	1
1_668_777_1630	1
1_1054_1159_1630	1
1_389_503_1614	1
1_10_494_1630	1
1_1186_1479_1630	1
1_80_141_1629	1
1_613_664_1630	1
1_229_705_1630	1
1_502_872_1630	1
1_562_609_1609	2
1_1016_1126_1630	1
1_715_947_1154	1
1_1206_1270_1630	2
1_684_1421_1614	1
1_1206_1300_1582	1
1_967_1108_1630	1
1_1127_1185_1630	1
1_1414_1479_1614	1
1_1191_1337_1630	1
1_226_337_1628	1
1_684_898_1630	1
1_303_456_1630	1
1_1068_1120_1630	1
1_423_493_1630	1
1_657_918_1630	1
1_1373_1474_1627	2
1_502_918_1630	1
1_932_1360_1629	1
1_262_314_1629	1
1_668_705_1614	1
1_1363_1506_1630	1
1_33_100_1630	1
1_449_550_952_1044_1626	1
1_188_1211_1630	1
1_428_872_1625	1
1_1395_1506_1626	1
1_1426_1592_1629	1
1_840_1152_1630	1
1_715_1237_1624	1
1_1213_1330_1630	1
1_786_940_1614	1
1_475_898_1629	1
1_684_918_1630	3
1_916_1002_1630	1
1_661_804_1630	1
1_533_1479_1630	1
1_1323_1409_1630	2
1_846_1270_1625	1
1_366_1087_1626	1
1_1282_1337_1630	5
1_1443_1562_1630	1
1_1184_1409_1630	1
1_68_144_1626	1
1_715_1072_1327	1
1_574_705_1630	2
1_1384_1450_1630	1
1_91_267_1630	2
1_977_1300_1630	1
1_515_751_1630	1
1_451_611_1630	1
1_840_1165_1630	1
1_215_918_1630	1
1_777_979_1625	1
1_932_1337_1630	1
1_33_227_1630	2
1_607_705_1629	1
1_786_828_1629	1
1_638_1040_1629	1
1_846_1146_1630	1
1_294_402_1630	1
1_944_1249_1630	1
1_1121_1182_1609	1
1_958_1140_1630	1
1_684_1409_1630	1
1_747_966_1630	1
1_143_1316_1585	1
1_587_640_1630	1
1_100_451_1630	1
1_270_410_1630	1
1_362_456_1630	1
1_945_1386_1626	1
1_747_1126_1629	1
1_229_1002_1614	1
1_1003_1238_1625	1
1_596_714_1629	2
1_578_640_1630	1
1_425_1037_1630	1
1_932_1300_1630	1
1_1105_1159_1605	1
1_985_1100_1630	1
1_236_494_1154	1
1_1003_1081_1282_1344_1630	1
1_227_354_1630	1
5_389_443_1628	3
1_890_960_1630	1
1_1373_1457_1630	1
1_1121_1222_1630	1
1_507_987_1630	1
1_449_1190_1626	1
1_1034_1457_1630	1
1_1282_1371_1614	1
1_840_1044_1630	1
1_1268_1337_1630	2
1_952_1165_1630	1
1_1213_1409_1589	2
1_652_810_1037	1
1_1384_1457_1627	2
1_451_636_1630	1
1_662_898_1623	1
1_303_378_1607	1
1_641_823_1428	2
1_1003_1114_1629	1
1_143_1058_1630	4
1_1027_1235_1629	1
1_747_1040_1630	1
1_724_804_1630	1
1_1032_1287_1626	1
1_777_1421_1626	1
1_1404_1457_1630	1
1_933_1126_1611	1
1_655_872_1613	2
1_502_1211_1630	1
1_924_1002_1629	1
1_638_964_1630	1
1_77_141_1627	1
1_227_1171_1629	1
1_327_528_1630	1
1_365_540_1630	1
1_389_705_1630	1
1_890_947_1034	1
1_1027_1165_1630	1
1_1439_1510_1611	1
1_335_437_1630	1
1_25_309_1630	1
1_1127_1237_1630	1
1_613_759_1609	1
1_1456_1506_1630	3
1_1154_1224_1625	1
1_1447_1500_1605	1
1_58_158_1628	1
1_840_1479_1628	1
1_1154_1203_1630	1
1_791_928_1627	1
1_719_795_1630	1
1_790_840_1629	1
1_284_375_1630	1
1_344_431_1630	1
1_359_443_1611	1
1_1310_1501_1608	1
1_622_1321_1630	1
1_581_682_848_918_1614	1
1_920_987_1628	1
1_353_470_1630	1
1_1379_1479_1630	1
1_68_130_993	1
1_1486_1590_1628	1
1_204_640_1630	1
1_617_682_1630	1
1_840_977_1581	1
1_926_1087_1630	1
1_862_987_1625	1
1_607_1211_1630	1
1_786_891_1630	1
1_44_375_1374	1
1_461_507_529	1
1_652_724_1630	1
1_882_947_1630	1
1_1243_1300_1630	1
1_840_1211_1629	1
1_461_847_1630	1
1_1105_1165_1630	1
1_737_802_1610	1
1_715_949_1625	1
1_748_1002_1492	1
1_251_648_1630	1
1_1121_1287_1630	2
1_1363_1558_1629	1
1_657_1479_1630	1
1_340_804_1630	1
1_222_872_1629	1
1_502_799_1630	2
1_932_998_1630	1
1_690_759_1630	1
1_684_1027_1614	1
1_236_415_1127_1178_1629	1
1_1206_1362_1622	1
1_25_375_1629	1
1_1081_1337_1614	1
1_715_1199_1629	1
1_448_1287_1630	1
1_68_267_1586	2
1_251_823_1630	1
1_528_1044_1630	1
1_307_749_1629	1
1_892_1533_1629	1
1_464_777_1630	1
1_502_987_1630	2
1_397_494_1154	1
1_524_814_1630	1
1_1182_1245_1630	1
1_119_211_1561	1
1_1234_1479_1630	1
1_158_243_368_476_1408	1
1_10_714_1630	1
1_846_1182_1627	1
1_657_1044_1630	1
1_684_1081_1607	1
1_528_1347_1630	1
1_596_910_1630	1
1_353_489_1630	1
1_1049_1100_1630	1
1_692_1409_1630	1
1_840_1002_1626	1
1_100_169_1630	1
1_1426_1474_1630	1
1_952_1044_1629	1
1_569_640_1629	1
1_536_1287_1630	1
1_434_676_1580	1
1_229_898_1626	1
1_536_928_1277	1
1_1217_1287_1483	1
1_303_1058_1629	1
1_454_1100_1630	1
1_529_724_1629	1
1_1160_1347_1541	1
1_107_177_1629	1
1_1160_1399_1630	1
1_262_307_1630	1
1_867_976_1630	1
1_875_966_1630	1
1_1121_1235_1630	2
1_932_984_1629	2
1_448_898_1629	1
1_1003_1265_1630	1
1_150_559_1630	1
1_451_692_1629	1
1_276_380_1630	1
1_1034_1550_1630	1
1_973_1242_1630	1
1_208_354_1629	1
1_971_1457_1548	1
1_512_623_1347	1
1_1282_1357_1626	1
1_1384_1496_1630	2
1_1189_1270_1625	1
1_507_940_1629	1
1_1160_1237_1630	2
1_1105_1337_1630	1
1_91_161_1630	1
1_515_605_1630	1
1_449_771_1630	1
1_25_243_1627	1
1_323_410_1630	1
1_1282_1406_1629	1
1_151_245_1581	1
1_10_301_1629	1
1_10_636_1627	1
1_1213_1259_1630	1
2_10_429_1628	1
2_1482_1572_1630	1
2_515_571_1630	1
2_1179_1270_1622	1
2_749_804_1446	2
2_910_978_1630	1
2_138_186_1630	1
2_892_1297_1630	1
2_1008_1100_1630	1
2_446_661_1630	1
2_777_907_1624	2
2_15_705_1630	1
2_399_449_1592	1
2_162_354_1630	1
2_366_1245_1630	1
2_207_309_1624	1
2_529_609_757	1
2_251_1126_1613	1
2_613_774_1588	1
2_818_898_1621	1
2_973_1040_1630	1
2_1433_1537_1630	1
2_657_910_1628	1
2_147_422_1626	1
2_236_290_1630	1
2_227_301_1630	1
2_684_928_1429	2
2_135_267_1565	1
2_602_688_1614	1
2_1267_1525_1630	1
2_216_267_1477	1
2_834_966_1599	1
2_840_910_1604	1
2_692_1242_1630	1
2_759_814_1630	1
2_1056_1105_1630	1
2_700_977_1630	1
2_1282_1352_1587	1
2_506_619_824	1
2_303_467_1630	1
2_1154_1337_1611	2
2_1077_1235_1630	1
2_864_947_1630	1
2_353_430_1630	1
2_143_267_1608	2
2_353_417_1629	1
3_1056_1126_1498	1
3_303_351_1376	1
3_797_847_1280	1
3_220_799_1630	1
3_353_404_1628	1
3_1011_1100_1614	1
3_950_1426_1614	2
3_1136_1245_1630	1
3_224_333_1630	1
3_416_1037_1630	1
3_216_289_1361	1
3_722_872_1630	1
3_453_1426_1630	1
3_528_648_863	1
3_273_648_1154	1
3_1175_1514_1614	1
3_448_1211_1281	1
3_236_288_1630	2
3_461_636_1176	1
3_434_495_1612	1
3_220_475_1091	1
3_411_550_1367	2
3_25_898_1614	1
3_752_1220_1630	1
3_1382_1479_1630	1
3_1456_1537_1630	1
3_1100_1146_1630	1
3_932_1058_1630	1
3_1121_1267_1373	1
3_585_705_1630	1
3_1399_1562_1609	1
3_1003_1270_1630	1
4_952_1572_1630	1
4_735_872_1630	2
4_402_705_1630	1
4_1326_1457_1630	2
4_167_243_1616	1
4_562_823_1630	1
4_1080_1476_1630	1
4_719_820_1630	1
4_107_245_754	1
4_20_744_1630	1
4_976_1562_1625	1
4_1013_1265_1630	1
4_976_1550_1629	1
4_279_966_1624	1
4_700_1119_1630	1
4_143_243_1630	1
4_993_1149_1630	1
4_1282_1335_1583	1
4_1345_1527_1629	1
4_945_1002_1629	1
4_1310_1373_1630	1
4_290_1015_1629	1
4_146_245_1629	1
4_1137_1185_1630	1
4_986_1126_1629	1
4_867_1015_1630	2
4_167_245_1528	2
4_662_1195_1630	1
4_129_177_1630	1
4_512_560_1630	1
4_192_301_1630	1
4_10_375_1625	1
4_167_267_1630	1
4_551_814_1630	1
4_332_609_1630	1
